,name,price,rating,zip code,latitude,longitude,review count,competitors,subway_around,target1,target1_norm,target2,target2_norm,target3,target3_norm
175,Asian Eatery,$,3.5,10022.0,40.7615318,-73.96594240000002,46,35,11,-131.127,0.017373419294253088,460,0.009793253536452665,3.5,0.625
176,Ginger's,$$,3.5,10018.0,40.753448,-73.989273,326,48,20,579.705652173913,0.08987335971100237,3260,0.07072905331882481,3.5,0.625
177,Hunan House,$$,2.5,10019.0,40.76292,-73.97653000000001,126,31,14,105.75,0.04153321039779488,1260,0.02720348204570185,2.5,0.375
178,Charley Mom Restaurant,$$,3.5,10028.0,40.77402877807621,-73.9481582641602,65,21,0,-120.0,0.018508295181777455,650,0.013928182807399348,3.5,0.625
179,The Cottage,$$,3.0,10024.0,40.782066815528104,-73.97937993981459,254,14,4,371.52,0.06863988467004715,2540,0.055059847660500545,3.0,0.5
180,Big Bowl,$$,4.0,10128.0,40.78028,-73.9465,36,21,1,-0.5,0.030696456281729095,360,0.007616974972796518,4.0,0.75
181,Spice Saigon,$$,3.5,10065.0,40.7645621771246,-73.9585727685255,116,19,2,24.171428571428578,0.033212768800511695,1160,0.025027203482045703,3.5,0.625
182,Zongzi lady,$,4.5,10002.0,40.7182699448353,-73.99380711365491,11,228,5,-123.5,0.018151319752071758,110,0.002176278563656148,4.5,0.875
183,Fay Da Bakery,$,4.0,10012.0,40.73115,-74.00176,177,26,11,-21.733076923076908,0.028530831493560668,1770,0.03830250272034821,4.0,0.75
184,Mee Noodle Shop,$,3.0,10019.0,40.765370000000004,-73.98791,423,38,0,276.75,0.05897400996341605,4230,0.09183895538628944,3.0,0.5
185,Chinatown Restaurant,$$,3.0,10128.0,40.78286,-73.95125999999999,221,24,3,369.5,0.06843385885061701,2210,0.04787812840043525,3.0,0.5
186,Great Sichuan,$$,3.0,10016.0,40.74082,-73.98127,170,43,0,280.0775,0.05931339160408625,1700,0.0367791077257889,3.0,0.5
187,Shun Lee West,$$$,2.5,10023.0,40.7729,-73.9813485,355,8,6,1062.5,0.13911499393234492,3550,0.07704026115342764,2.5,0.375
188,Xi'an Famous Foods,$$,4.0,10010.0,40.74033,-73.98744,51,43,17,32.412499999999994,0.03405330023321159,510,0.01088139281828074,4.0,0.75
189,Shui Mei Cafe,$,4.5,10002.0,40.7135318,-73.9948386,27,220,0,-107.5,0.019783207430726372,270,0.0056583242655059846,4.5,0.875
190,Cafe Evergreen,$$,3.5,10021.0,40.76891,-73.9556,118,21,2,89.41833333333338,0.039867495047468164,1180,0.02546245919477693,3.5,0.625
191,Buddha Bodai Kosher Vegetarian Restaurant,$$,4.0,10013.0,40.713854299999994,-73.9989484,757,219,0,1357.6233333333332,0.16921550214172895,7570,0.1645266594124048,4.0,0.75
192,Golden City Chinese Restaurant,$,3.5,10001.0,40.753277148143,-73.996643608314,69,27,11,-47.31222222222222,0.025921938240798716,690,0.014798694232861806,3.5,0.625
193,Mr Chow,$$$$,3.0,10022.0,40.7588502019644,-73.9643376320601,266,38,0,886.873,0.12120227284865281,2660,0.05767138193688792,3.0,0.5
194,Tim Ho Wan,$$,3.5,10003.0,40.731505,-73.9899313,802,51,13,1417.4971428571428,0.17532221039398008,8020,0.17431991294885746,3.5,0.625
195,Kong Kee,$,4.0,10002.0,40.719046999999996,-73.996139,43,223,5,-91.5,0.021415095109380985,430,0.009140369967355821,4.0,0.75
196,Wok Express,$,4.0,10035.0,40.798202,-73.939417,10,13,4,-64.39,0.024180124794901395,100,0.001958650707290533,4.0,0.75
197,Shun Lee Palace,$$$,3.0,10022.0,40.75945,-73.96907,227,40,9,503.873,0.08213896154085804,2270,0.049183895538628945,3.0,0.5
198,Kungfu Kitchen,$$,3.0,10018.0,40.7555654203146,-73.9907654374838,134,45,13,195.70565217391305,0.050708055423291674,1340,0.02894450489662677,3.0,0.5
199,Lilli & Loo,$$,3.5,10065.0,40.763858,-73.96726899999999,322,32,16,436.1714285714286,0.07523387652586797,3220,0.06985854189336235,3.5,0.625
200,King Wok,$,3.5,10014.0,40.7289734,-74.0050888,105,24,9,-201.46636363636367,0.010199297991591328,1050,0.022633297062023938,3.5,0.625
201,Chinese Fast Wok - Eat In & Take Out,$,3.0,10011.0,40.74452,-73.9957,52,24,21,-92.87,0.021275364726896184,520,0.011099020674646356,3.0,0.5
202,Taste Kitchen,$,4.5,10018.0,40.753640000000004,-73.9935,3,34,16,-69.29434782608695,0.023679915745574653,30,0.0004352557127312296,4.5,0.875
203,Cheung Wong Kitchen,$,4.0,10002.0,40.7160260528326,-73.99182088673109,27,224,6,-107.5,0.019783207430726372,270,0.0056583242655059846,4.0,0.75
204,Tang's Garden,$$,3.0,10021.0,40.772257399999994,-73.9589547,82,19,8,17.41833333333338,0.03252400049352241,820,0.0176278563656148,3.0,0.5
205,New Kam Lai,$,3.5,10025.0,40.7989112,-73.967015,18,26,5,-127.00333333333333,0.017794004345766345,180,0.0036996735582154514,3.5,0.625
206,Lumos Bar,$$,4.5,10012.0,40.72728,-73.9999,69,27,0,-60.73307692307691,0.02455310527684005,690,0.014798694232861806,4.5,0.875
207,Jimmy's House,$,3.5,10010.0,40.740159999999996,-73.98255999999999,82,37,3,12.412499999999994,0.03201344063489333,820,0.0176278563656148,3.5,0.625
208,DIM SUM VIP,$,4.0,10013.0,40.71614,-73.9979,74,225,5,-82.3766666666667,0.022345611062813832,740,0.01588683351468988,4.0,0.75
209,Bite of Hong Kong 泰仁軒,$$,4.0,10002.0,40.717400700000006,-73.99436999999999,58,227,4,-18.5,0.028860582643242656,580,0.012404787812840044,4.0,0.75
210,Jue Lan Club,$$$,3.0,10011.0,40.7409694,-73.9934031,181,26,11,398.13,0.0713539178656096,1810,0.03917301414581066,3.0,0.5
211,Wong Restaurant,$,3.0,10065.0,40.7638749,-73.9590615,36,20,0,-171.82857142857142,0.013222144736992694,360,0.007616974972796518,3.0,0.5
212,La Caridad 78,$$,3.5,10024.0,40.7832592,-73.9807337,175,14,4,213.51999999999998,0.052524993843332854,1750,0.037867247007616976,3.5,0.625
213,Lychee House,$$,3.5,10022.0,40.7595977783203,-73.96942138671879,113,40,9,48.87299999999999,0.03573215567911748,1130,0.024374319912948857,3.5,0.625
214,Forever Taste,$,4.0,10002.0,40.71294,-73.989784,24,173,4,-110.5,0.019477228490978632,240,0.00500544069640914,4.0,0.75
215,China Taste,$,3.0,10028.0,40.774955908372704,-73.9537757635117,53,25,1,-197.0,0.010654835728252134,530,0.011316648531011969,3.0,0.5
216,East Garden Chinese Restaurant,$,3.5,10128.0,40.777931200000005,-73.94902040000001,37,23,3,-35.5,0.027126701984672128,370,0.007834602829162133,3.5,0.625
217,Legend Upper West,$$,3.0,10025.0,40.803004726767504,-73.96592751145359,116,24,3,86.99666666666667,0.03962050204777179,1160,0.025027203482045703,3.0,0.5
218,Tung Woo Co,$,4.0,10013.0,40.71865,-73.99499,60,227,5,-96.3766666666667,0.020917709343991044,600,0.012840043525571273,4.0,0.75
219,Mr Chow,$$$$,3.0,10013.0,40.7200922292321,-74.0086623709058,309,22,9,1079.6233333333332,0.14086145372510506,3090,0.06702937976060935,3.0,0.5
220,Uncle Luoyang,$,4.0,10027.0,40.809970899999996,-73.96235300000001,26,8,5,-34.0,0.027279691454546,260,0.00544069640914037,4.0,0.75
221,Mee Noodle Shop & Grill,$$,3.0,10003.0,40.730968,-73.983215,95,54,4,3.497142857142819,0.031104136792878698,950,0.020457018498367792,3.0,0.5
222,Macao,$$$,4.0,10013.0,40.71962,-74.00391,622,134,20,1709.6233333333332,0.20511703107213042,6220,0.13514689880304678,4.0,0.75
223,Panda Banjum,$,3.5,10001.0,40.7472085,-73.98618359999999,107,50,11,-9.312222222222218,0.02979767147760342,1070,0.02306855277475517,3.5,0.625
224,No.1 Chinese Restaurant,$$,3.0,10004.0,40.7046671846472,-74.0105490435282,128,19,19,191.76666666666665,0.05030630655356202,1280,0.02763873775843308,3.0,0.5
225,MoonHouse,$,3.5,10029.0,40.788337,-73.947502,76,26,2,22.725714285714282,0.03306531609240469,760,0.01632208922742111,3.5,0.625
226,Taiwan Pork Chop House,$,4.0,10013.0,40.7142303,-73.99796090000001,245,220,0,88.6233333333333,0.03978641062843501,2450,0.053101196953210014,4.0,0.75
227,Mission Chinese,$$,3.0,10002.0,40.71386,-73.98966,533,186,4,931.5,0.12575391356336027,5330,0.11577801958650707,3.0,0.5
228,Christopher's Golden Woks,$,3.5,10014.0,40.73284,-74.00836,43,15,0,-263.46636363636367,0.003875733236804705,430,0.009140369967355821,3.5,0.625
229,Manting,$$,3.0,10019.0,40.7601476826859,-73.9829980954528,104,45,32,61.75,0.037045519281494695,1040,0.022415669205658323,3.0,0.5
230,New Sunny East 88,$,3.5,10128.0,40.777900695800795,-73.9482650756836,49,22,3,-23.5,0.028350617743663088,490,0.01044613710554951,3.5,0.625
231,Chop Shop,$$,3.5,10001.0,40.7486687,-74.0031128,198,18,0,279.6877777777778,0.05927364267330236,1980,0.042872687704026115,3.5,0.625
232,Big Wong,$,3.5,10013.0,40.71624,-73.99842,1193,225,6,1036.6233333333332,0.1364757555887208,11930,0.25941240478781286,3.5,0.625
233,Wu's Wonton King,$$,3.5,10002.0,40.7139415501646,-73.9899386554248,97,189,4,59.5,0.03681603507668389,970,0.02089227421109902,3.5,0.625
234,Philippe By Philippe Chow,$$$,3.5,10065.0,40.76409,-73.97039000000001,497,26,12,1283.1714285714286,0.16162193051464652,4970,0.10794341675734494,3.5,0.625
235,Jef Chinese,$$,3.5,10017.0,40.754203100000005,-73.9694108,8,34,0,-59.150000000000006,0.02471456800966078,80,0.0015233949945593036,3.5,0.625
236,Traditional Chinese Food Cart,,4.0,10014.0,40.729372399999995,-73.995937,7,38,5,-288.96636363636367,0.001274912248948916,70,0.0013057671381936887,4.0,0.75
237,King Food Chen,$,3.0,10024.0,40.785959999999996,-73.97589,48,17,4,-88.48000000000002,0.02172311390872704,480,0.010228509249183896,3.0,0.5
238,Chelsea Golden Wok,$,3.0,10011.0,40.744009999999996,-73.999824,36,22,7,-108.87,0.01964347704824157,360,0.007616974972796518,3.0,0.5
239,New Aroma Chinese Restaurant,$,3.5,10027.0,40.8132171630859,-73.95570373535159,25,11,2,-35.0,0.027177698474630085,250,0.005223068552774755,3.5,0.625
240,Happy Express Cafe,$,4.0,10002.0,40.7145133,-73.99244509999998,30,221,4,-104.5,0.02008918637047411,300,0.006311207834602829,4.0,0.75
241,Pearls,$$,3.0,10025.0,40.7958833,-73.9692167,125,26,2,104.99666666666667,0.04145637568625823,1250,0.026985854189336234,3.0,0.5
242,Jian Bing Man,$$,3.0,10001.0,40.747609999999995,-73.98631,85,50,12,53.68777777777778,0.03622322921230595,850,0.018280739934711642,3.0,0.5
243,Great Wall Chinese,$,3.5,10002.0,40.7165,-73.98763000000001,69,116,7,-65.5,0.02406691258719473,690,0.014798694232861806,3.5,0.625
244,Fei Ma,$,3.5,10009.0,40.725114000000005,-73.9845239,37,45,0,-81.7725,0.022407231821513034,370,0.007834602829162133,3.5,0.625
245,Shu Han Ju II,$$,4.0,10003.0,40.73117,-73.98909,39,54,12,-108.50285714285718,0.01968092304229641,390,0.008269858541893362,4.0,0.75
246,Jiangnan Chinese Cuisine,$$,3.0,10006.0,40.70838,-74.01408,6,21,26,-85.5,0.022027052988876465,60,0.001088139281828074,3.0,0.5
247,Noodles 28,$$,3.0,10016.0,40.7426109313965,-73.9799728393555,166,45,0,272.0775,0.058497447764758945,1660,0.035908596300326445,3.0,0.5
248,Six Happiness,$,3.0,10021.0,40.7700042724609,-73.95782470703121,101,22,2,-45.58166666666662,0.026098442758819868,1010,0.02176278563656148,3.0,0.5
249,East Palace,$,3.0,10017.0,40.7510528564453,-73.97166442871091,67,36,3,-8.150000000000006,0.02991620998537236,670,0.014363438520130577,3.0,0.5
250,China Wok,$,4.0,10037.0,40.812499746680295,-73.9418902248144,11,8,4,-26.0,0.028095635293873305,110,0.002176278563656148,4.0,0.75
251,Peking Garden,$,3.5,10027.0,40.81501,-73.95929699999999,25,8,4,-35.0,0.027177698474630085,250,0.005223068552774755,3.5,0.625
252,69 Chinese Restaurant,$,3.5,10013.0,40.715423,-73.998397,315,226,1,158.6233333333333,0.046925919222548934,3150,0.06833514689880305,3.5,0.625
253,The Chinese Couple Vendor aka The Dollar Cart!,$,4.5,10013.0,40.7165422558221,-73.9969864385006,44,224,1,-112.3766666666667,0.019285821665336433,440,0.009357997823721436,4.5,0.875
254,Fu Zhou Cuisine,$,4.0,10002.0,40.71837,-73.99133,14,220,10,-120.5,0.018457298691819498,140,0.0028291621327529923,4.0,0.75
255,Modern Szechuan,$,3.0,10036.0,40.7559013,-73.9800568,11,34,10,-56.32555555555557,0.02500264151515661,110,0.002176278563656148,3.0,0.5
256,Hong Man,$,4.0,10002.0,40.71516,-73.99374,126,225,1,-8.5,0.029880512442401787,1260,0.02720348204570185,4.0,0.75
257,New King Wok Restaurant,$,4.0,10027.0,40.806563347578,-73.9499093592167,5,10,0,-55.0,0.02513783887631182,50,0.0008705114254624592,4.0,0.75
258,Kam-Wei Kitchen,$,3.5,10036.0,40.76128,-73.99391899999999,28,36,0,-39.32555555555557,0.02673652217372714,280,0.0058759521218716,3.5,0.625
259,New Hong Kong Restaurant,$,4.5,10035.0,40.8001850545406,-73.9404103159904,4,14,4,-70.39,0.023568166915405916,40,0.0006528835690968443,4.5,0.875
260,China King,$,3.0,10010.0,40.738303810358,-73.9834597706795,27,46,4,-42.587500000000006,0.026403826739518094,270,0.0056583242655059846,3.0,0.5
261,Lava Kitchen,$$,3.0,10025.0,40.797339862853896,-73.9692374467538,38,27,5,-69.00333333333333,0.023709597180889313,380,0.008052230685527748,3.0,0.5
262,China King,$,3.5,10029.0,40.7943,-73.94456,18,29,4,-35.27428571428572,0.02714972325728172,180,0.0036996735582154514,3.5,0.625
263,La Nueva Victoria,$$,3.5,10025.0,40.79372,-73.971954,60,17,6,-25.00333333333333,0.0281972882971895,600,0.012840043525571273,3.5,0.625
264,Rice Noodle Cart,$,4.5,10013.0,40.71792,-74.00021,44,216,15,-112.3766666666667,0.019285821665336433,440,0.009357997823721436,4.5,0.875
265,China Chalet,$$,3.0,10006.0,40.7065032987417,-74.012940146627,125,19,44,152.5,0.046301382208863824,1250,0.026985854189336234,3.0,0.5
266,Wing Kee WK Restaurant,$,4.0,10013.0,40.715423,-73.998397,31,226,1,-125.3766666666667,0.01795991292642956,310,0.006528835690968444,4.0,0.75
267,Panda Express,$,3.5,10021.0,40.765817233247795,-73.95777292549609,69,18,2,-77.58166666666662,0.022834667401510644,690,0.014798694232861806,3.5,0.625
268,Empire,$,3.5,10039.0,40.8028688256819,-73.9530954451981,17,10,8,-35.705,0.027105793423789368,170,0.003482045701849837,3.5,0.625
269,Carol's Bun,$,4.0,10002.0,40.7138317002555,-73.9914554524045,18,208,4,-116.5,0.018865270611483152,180,0.0036996735582154514,4.0,0.75
270,Dumpling Man,$,3.5,10009.0,40.727129999999995,-73.98476,718,50,0,599.2275,0.09186445114424997,7180,0.1560391730141458,3.5,0.625
271,Jing Fong Restaurant,$$,3.5,10013.0,40.7159552385198,-73.99718310762059,1824,225,0,3491.6233333333334,0.3868685212822879,18240,0.39673558215451576,3.5,0.625
272,Drunken Dumpling,$$,3.5,10003.0,40.7279305523596,-73.9851133525372,202,51,0,217.49714285714282,0.05293063449488414,2020,0.043743199129488576,3.5,0.625
273,New Asian Cuisine,$,4.0,10013.0,40.71792,-74.00021,16,216,15,-140.3766666666667,0.01643001822769086,160,0.003264417845484222,4.0,0.75
274,Hunan Park,$$,3.0,10025.0,40.79222,-73.96774,58,17,3,-29.00333333333333,0.027789316377525845,580,0.012404787812840044,3.0,0.5
275,New Ming's Delight,$,3.0,10016.0,40.7488403320312,-73.976203918457,46,41,4,-13.922500000000007,0.029327455508807745,460,0.009793253536452665,3.0,0.5
276,Nom Wah Nolita,$$,3.5,10012.0,40.7204154878855,-73.9944789558649,92,209,7,-14.733076923076908,0.02924478235297206,920,0.019804134929270946,3.5,0.625
277,New Kam Lai,$,3.0,10024.0,40.787009999999995,-73.975899,40,18,5,-96.48000000000002,0.020907170069399735,400,0.008487486398258977,3.0,0.5
278,Ocean Dragon,$,2.5,10019.0,40.769439697265604,-73.9886703491211,55,20,0,-91.25,0.021440593354359962,550,0.0117519042437432,2.5,0.375
279,J East,$,3.0,10003.0,40.7347984313965,-73.9857635498047,55,52,5,-131.50285714285718,0.017335084504230405,550,0.0117519042437432,3.0,0.5
280,DiDi Dumpling,$,3.5,10010.0,40.740153899999996,-73.9845239,136,46,9,66.4125,0.03752106155035265,1360,0.029379760609358,3.5,0.625
281,East Dumpling,$,4.5,10002.0,40.71586,-73.99288,37,227,5,-97.5,0.020803137229885506,370,0.007834602829162133,4.5,0.875
282,China 1 Kitchen,$,2.5,10044.0,40.7632023290684,-73.9490040654764,43,1,0,40.5,0.03487816845828154,430,0.009140369967355821,2.5,0.375
283,Lotus Express,$,4.0,10034.0,40.866264343261705,-73.9245986938477,40,2,9,37.5,0.034572189518533795,400,0.008487486398258977,4.0,0.75
284,Little Sheep Mongolian Hot Pot,$$,4.0,10002.0,40.71759,-73.99489,120,228,4,105.5,0.0415077121528159,1200,0.02589771490750816,4.0,0.75
285,China Gourmet,$,2.5,10019.0,40.76381,-73.98524,166,48,17,19.75,0.03276181412502634,1660,0.035908596300326445,2.5,0.375
286,Ollie's To Go,$$,2.5,10024.0,40.7904902,-73.9752417,114,17,5,91.51999999999998,0.04008185029359143,1140,0.024591947769314473,2.5,0.375
287,Wonton Noodle Garden,$,3.5,10013.0,40.7157921,-73.998189,295,226,2,138.6233333333333,0.04488605962423067,2950,0.06398258977149075,3.5,0.625
288,Shanghai Sogo,$$,3.5,10036.0,40.757195,-73.98043100000001,11,38,15,-45.32555555555557,0.02612456429423166,110,0.002176278563656148,3.5,0.625
289,China Wok,$,3.0,10009.0,40.72283,-73.98311,45,32,0,-73.7725,0.02322317566084034,450,0.009575625680087052,3.0,0.5
290,Red Egg,$$,3.5,10013.0,40.7188628921887,-73.9990730951065,674,215,15,1191.6233333333332,0.15228466747568734,6740,0.14646354733405875,3.5,0.625
291,Halal Kitchen,$,3.5,10029.0,40.793049850767204,-73.9408185787398,11,26,0,-42.27428571428572,0.026435772397870327,110,0.002176278563656148,3.5,0.625
292,Fresh Wok,$,3.5,10128.0,40.78065,-73.94698000000001,26,22,2,-46.5,0.026004779205597083,260,0.00544069640914037,3.5,0.625
293,Peking Kitchen II,$,3.5,10026.0,40.804790000000004,-73.954735,17,12,4,-40.0,0.02666773357505052,170,0.003482045701849837,3.5,0.625
294,August Gatherings,$$,3.5,10013.0,40.718655600000005,-74.00110040000001,118,202,15,79.6233333333333,0.038868473809191784,1180,0.02546245919477693,3.5,0.625
295,Hunan Chen's Kitchen,$,3.0,10025.0,40.80133,-73.96113000000001,34,24,3,-111.00333333333333,0.019425892024420955,340,0.007181719260065288,3.0,0.5
296,Famous Sichuan,$$,3.5,10013.0,40.71487,-73.99758,272,224,0,387.62333333333333,0.07028231162329308,2720,0.05897714907508161,3.5,0.625
297,Hong Kong,$$,3.5,10029.0,40.7926783064322,-73.9457814748688,10,28,6,-33.27428571428572,0.027353709217113546,100,0.001958650707290533,3.5,0.625
298,A A JING,$$,3.5,10036.0,40.761996999999994,-73.990409,244,39,4,420.6744444444444,0.07365329293504724,2440,0.0528835690968444,3.5,0.625
299,Northern Tiger,$$,3.0,10281.0,40.7126462901984,-74.01601105410609,84,16,0,165.5,0.0476272909477707,840,0.018063112078346027,3.0,0.5
300,Yip's,$,3.5,10004.0,40.704817999999996,-74.01238199999999,77,18,39,12.766666666666666,0.03204956314861354,770,0.016539717083786723,3.5,0.625
301,Pic Up Stix,$,3.0,10128.0,40.7824593,-73.95361329999999,50,24,0,-22.5,0.028452610723579002,500,0.010663764961915125,3.0,0.5
302,Mimi Cheng's Dumplings,$$,3.5,10003.0,40.7305254,-73.986285,478,54,6,769.4971428571428,0.10923075940846827,4780,0.10380848748639826,3.5,0.625
303,Bao Bao Cafe,$,4.0,10010.0,40.740829,-73.983474,291,47,14,221.4125,0.053329973437319204,2910,0.06311207834602829,4.0,0.75
304,Vanessa's Dumpling,$,3.5,10003.0,40.732666015625,-73.986442565918,913,58,6,726.4971428571428,0.104845061272084,9130,0.1984766050054407,3.5,0.625
305,Wok Chi - Stir Fry Kitchen,$$,3.5,10022.0,40.759222265359796,-73.96839983761309,28,37,8,-121.12700000000001,0.018393349093412222,280,0.0058759521218716,3.5,0.625
306,38 Yummy Kitchen,$,4.0,10002.0,40.7160297577504,-73.991725333035,18,223,6,-116.5,0.018865270611483152,180,0.0036996735582154514,4.0,0.75
307,Our Place China Chalet,$$,3.0,10075.0,40.7733383,-73.95580290000001,33,22,1,-69.21000000000001,0.023688518631706693,330,0.006964091403699674,3.0,0.5
308,Nanjing,$$,3.5,10019.0,40.7626659,-73.9847093,41,48,24,-64.25,0.02419440381208962,410,0.008705114254624592,3.5,0.625
309,Wa Lung Kitchen,$,3.0,10002.0,40.713919,-73.980251,38,7,0,-96.5,0.020905130209801417,380,0.008052230685527748,3.0,0.5
310,Yoan Ming Garden,$,2.5,10029.0,40.788129999999995,-73.95315,30,16,2,-23.274285714285718,0.02837363901627268,300,0.006311207834602829,2.5,0.375
311,Bei Jing Chinese Foods,$,3.0,10019.0,40.768619,-73.98850999999999,11,26,0,-135.25,0.01695290223805978,110,0.002176278563656148,3.0,0.5
312,The China Star,$,3.0,10003.0,40.7278197743735,-73.98510932922359,47,51,0,-139.50285714285718,0.0165191406649031,470,0.01001088139281828,3.0,0.5
313,Son Ja Jang,$$,3.0,10001.0,40.747684,-73.987358,26,44,15,-64.31222222222222,0.024188057582228188,260,0.00544069640914037,3.0,0.5
314,West Place,$,3.0,10027.0,40.8116266876459,-73.95761199295521,43,11,0,-17.0,0.029013572113116524,430,0.009140369967355821,3.0,0.5
315,La Unica Caridad Restaurant,$$,4.0,10024.0,40.7832742,-73.98072370000001,5,14,4,-126.48000000000002,0.017847380671922337,50,0.0008705114254624592,4.0,0.75
316,Potluck,$$,3.0,10001.0,40.746761,-73.9957166,50,28,21,-16.312222222222218,0.029083720618192026,500,0.010663764961915125,3.0,0.5
317,Cha Chan Tang,$,3.5,10013.0,40.7153,-73.99896,815,222,1,658.6233333333333,0.09792240918050557,8150,0.17714907508161046,3.5,0.625
318,New Golden Chopstick Chinese Restaurant,$,3.0,10004.0,40.704040500000005,-74.0104675,28,19,21,-36.233333333333334,0.02705190713273379,280,0.0058759521218716,3.0,0.5
319,Yiwanmen,$,3.5,10013.0,40.7193132739237,-73.9962630421457,52,220,6,-104.3766666666667,0.02010176550466374,520,0.011099020674646356,3.5,0.625
320,New Chinatown Restaurant of New York,$,4.0,10009.0,40.720527000000004,-73.978652,9,13,0,-109.7725,0.01955142838386746,90,0.0017410228509249185,4.0,0.75
321,Peking Duck House,$$$,3.5,10013.0,40.71464,-73.99856,661,222,0,1826.6233333333332,0.21705020972229228,6610,0.14363438520130578,3.5,0.625
322,New Kam Lai Chinese,$,2.5,10025.0,40.793085,-73.9712575,41,18,6,-104.00333333333333,0.02013984288383235,410,0.008705114254624592,2.5,0.375
323,Shun Cheong Chinese Kitchen,,5.0,10026.0,40.7975311,-73.9491501,1,13,2,-54.5,0.025188835366269775,10,0.0,5.0,1.0
324,Lee Chung Cafe,$,4.0,10002.0,40.711925,-73.99632199999999,16,202,0,-118.5,0.018661284651651327,160,0.003264417845484222,4.0,0.75
325,Mee Sum Cafe,$,3.5,10013.0,40.715045,-73.99829100000001,17,225,0,-139.3766666666667,0.016532011207606775,170,0.003482045701849837,3.5,0.625
326,Lemon Leaves,$$,3.0,10005.0,40.70883,-74.00926,27,26,43,51.5,0.036000091237356584,270,0.0056583242655059846,3.0,0.5
327,New Wong Rest,$,4.0,10002.0,40.7135887,-73.9931488,34,216,4,-100.5,0.020497158290137766,340,0.007181719260065288,4.0,0.75
328,New China House,$$$$,4.0,10029.0,40.795303000000004,-73.9486,2,15,0,-45.27428571428572,0.026129793458122587,20,0.0002176278563656148,4.0,0.75
329,Asian Gourmet,$,3.0,10029.0,40.7867732,-73.95011650000001,28,24,4,-25.274285714285718,0.02816965305644085,280,0.0058759521218716,3.0,0.5
330,Our Place Tea Garden,$$,3.5,10022.0,40.75947,-73.96942,34,40,10,-109.12700000000001,0.01961726485240318,340,0.007181719260065288,3.5,0.625
331,Five Luck Restaurant,$,2.5,10128.0,40.78326,-73.947448,23,28,4,-49.5,0.025698800265849343,230,0.004787812840043526,2.5,0.375
332,18th St Bamboo Garden,$,3.5,10003.0,40.73625,-73.98535,7,49,0,-179.50285714285718,0.012439421468266567,70,0.0013057671381936887,3.5,0.625
333,La Preciosa China Restaurant,$$,3.0,10029.0,40.798590000000004,-73.94081,19,15,4,-15.274285714285718,0.029189582855599985,190,0.003917301414581066,3.0,0.5
334,Radiance Noodle Bar,$,3.0,10022.0,40.755466,-73.970861,14,37,16,-163.127,0.014109643936943863,140,0.0028291621327529923,3.0,0.5
335,No 1 Chinese Restaurant,$,2.5,10003.0,40.732437,-73.982139,31,49,4,-155.50285714285718,0.014887252986248486,310,0.006528835690968444,2.5,0.375
336,Hong Garden,$,3.0,10039.0,40.821929931640604,-73.9383544921875,7,5,5,-45.705,0.026085863624630234,70,0.0013057671381936887,3.0,0.5
337,XO Kitchen,$,3.5,10013.0,40.71744963526729,-73.9960413426161,420,226,3,263.62333333333333,0.05763518211371983,4200,0.0911860718171926,3.5,0.625
338,Mimi Cheng's Nolita,$$,3.5,10013.0,40.72048,-73.99646,82,205,6,7.623333333333306,0.03152497925524603,820,0.0176278563656148,3.5,0.625
339,Fusion Grills,$,3.0,10022.0,40.757217,-73.969192,29,39,16,-148.127,0.015639538635682564,290,0.006093579978237214,3.0,0.5
340,Wong Kee Restaurant,$,3.5,10013.0,40.7172623132685,-73.9974051479728,331,223,9,174.6233333333333,0.04855780690120355,3310,0.07181719260065289,3.5,0.625
341,The Flying Pig Jianbing,$,3.0,10036.0,40.757394700000006,-73.9822584,30,43,19,-37.32555555555557,0.026940508133558964,300,0.006311207834602829,3.0,0.5
342,Char Sue,$$,4.5,10002.0,40.7196000924977,-73.9879152551293,86,112,6,37.5,0.034572189518533795,860,0.018498367791077257,4.5,0.875
343,Mr. Deng's,,5.0,10001.0,40.753391265869105,-73.9957733154297,1,29,16,-113.81222222222222,0.019139405076390482,10,0.0,5.0,1.0
344,Empire Corner II,$,3.0,10029.0,40.800399,-73.946281,14,14,0,-39.27428571428572,0.026741751337618067,140,0.0028291621327529923,3.0,0.5
345,New Dynasty Chinese Restaurant,$,2.5,10001.0,40.749512,-73.995766,17,30,7,-99.31222222222222,0.020618303285171224,170,0.003482045701849837,2.5,0.375
346,Ling Kee Beef Jerky,$,4.5,10002.0,40.714659999999995,-73.99148000000001,126,217,4,-8.5,0.029880512442401787,1260,0.02720348204570185,4.5,0.875
347,Hung Chow Restaurant,,4.0,10035.0,40.8027,-73.93688,1,6,5,-71.89,0.023415177445532044,10,0.0,4.0,0.75
348,H K Wonton Garden,$,3.5,10013.0,40.716430700000004,-73.9991302,680,221,8,523.6233333333333,0.08415335689185728,6800,0.14776931447225244,3.5,0.625
349,J.J. Noodle Restaurant,$,3.5,10002.0,40.712872445583294,-73.99681851267809,32,214,0,-102.5,0.020293172330305937,320,0.006746463547334059,3.5,0.625
350,New China Red,$,2.5,10007.0,40.715022999999995,-74.008636,27,39,23,-43.0,0.02636175463530278,270,0.0056583242655059846,2.5,0.375
351,Fairview Chinese Restaurant,$,4.5,7022.0,40.81084,-74.00097,132,1,0,129.5,0.04395554367079782,1320,0.028509249183895538,4.5,0.875
